date,oblast,alert_hours,year,month,weekday
2022-04-03,Zaporizka oblast,11,2022,4,Sunday
2022-04-03,Zhytomyrska oblast,8,2022,4,Sunday
2022-04-04,Cherkaska oblast,11,2022,4,Monday
2022-04-04,Chernihivska oblast,5,2022,4,Monday
2022-04-04,Chernivetska oblast,4,2022,4,Monday
2022-04-04,Dnipropetrovska oblast,7,2022,4,Monday
2022-04-04,Donetska oblast,18,2022,4,Monday
2022-04-04,Ivano-Frankivska oblast,5,2022,4,Monday
2022-04-04,Kharkivska oblast,8,2022,4,Monday
2022-04-04,Khersonska oblast,0,2022,4,Monday
2022-04-04,Khmelnytska oblast,8,2022,4,Monday
2022-04-04,Kirovohradska oblast,7,2022,4,Monday
2022-04-04,Kyiv City,9,2022,4,Monday
2022-04-04,Kyivska oblast,9,2022,4,Monday
2022-04-04,Lvivska oblast,6,2022,4,Monday
2022-04-04,Mykolaivska oblast,6,2022,4,Monday
2022-04-04,Odeska oblast,3,2022,4,Monday
2022-04-04,Poltavska oblast,7,2022,4,Monday
2022-04-04,Rivnenska oblast,7,2022,4,Monday
2022-04-04,Sumska oblast,5,2022,4,Monday
2022-04-04,Ternopilska oblast,7,2022,4,Monday
2022-04-04,Vinnytska oblast,6,2022,4,Monday
2022-04-04,Volynska oblast,7,2022,4,Monday
2022-04-04,Zakarpatska oblast,4,2022,4,Monday
2022-04-04,Zaporizka oblast,5,2022,4,Monday
2022-04-04,Zhytomyrska oblast,5,2022,4,Monday
2022-04-05,Cherkaska oblast,6,2022,4,Tuesday
2022-04-05,Chernihivska oblast,17,2022,4,Tuesday
2022-04-05,Chernivetska oblast,3,2022,4,Tuesday
2022-04-05,Dnipropetrovska oblast,6,2022,4,Tuesday
2022-04-05,Donetska oblast,12,2022,4,Tuesday
2022-04-05,Ivano-Frankivska oblast,5,2022,4,Tuesday
2022-04-05,Kharkivska oblast,8,2022,4,Tuesday
2022-04-05,Khersonska oblast,0,2022,4,Tuesday
2022-04-05,Khmelnytska oblast,4,2022,4,Tuesday
2022-04-05,Kirovohradska oblast,6,2022,4,Tuesday
2022-04-05,Kyiv City,4,2022,4,Tuesday
2022-04-05,Kyivska oblast,5,2022,4,Tuesday
2022-04-05,Lvivska oblast,5,2022,4,Tuesday
2022-04-05,Mykolaivska oblast,3,2022,4,Tuesday
2022-04-05,Odeska oblast,3,2022,4,Tuesday
2022-04-05,Poltavska oblast,9,2022,4,Tuesday
2022-04-05,Rivnenska oblast,5,2022,4,Tuesday
2022-04-05,Sumska oblast,5,2022,4,Tuesday
2022-04-05,Ternopilska oblast,5,2022,4,Tuesday
2022-04-05,Vinnytska oblast,4,2022,4,Tuesday
2022-04-05,Volynska oblast,5,2022,4,Tuesday
2022-04-05,Zakarpatska oblast,3,2022,4,Tuesday
2022-04-05,Zaporizka oblast,8,2022,4,Tuesday
2022-04-05,Zhytomyrska oblast,4,2022,4,Tuesday
2022-04-06,Cherkaska oblast,3,2022,4,Wednesday
2022-04-06,Chernihivska oblast,4,2022,4,Wednesday
2022-04-06,Chernivetska oblast,0,2022,4,Wednesday
2022-04-06,Dnipropetrovska oblast,6,2022,4,Wednesday
2022-04-06,Donetska oblast,17,2022,4,Wednesday
2022-04-06,Ivano-Frankivska oblast,0,2022,4,Wednesday
2022-04-06,Kharkivska oblast,10,2022,4,Wednesday
2022-04-06,Khersonska oblast,0,2022,4,Wednesday
2022-04-06,Khmelnytska oblast,0,2022,4,Wednesday
2022-04-06,Kirovohradska oblast,3,2022,4,Wednesday
2022-04-06,Kyiv City,3,2022,4,Wednesday
2022-04-06,Kyivska oblast,4,2022,4,Wednesday
2022-04-06,Lvivska oblast,0,2022,4,Wednesday
2022-04-06,Mykolaivska oblast,3,2022,4,Wednesday
2022-04-06,Odeska oblast,2,2022,4,Wednesday
2022-04-06,Poltavska oblast,7,2022,4,Wednesday
2022-04-06,Rivnenska oblast,0,2022,4,Wednesday
2022-04-06,Sumska oblast,4,2022,4,Wednesday
2022-04-06,Ternopilska oblast,0,2022,4,Wednesday
2022-04-06,Vinnytska oblast,2,2022,4,Wednesday
2022-04-06,Volynska oblast,0,2022,4,Wednesday
2022-04-06,Zakarpatska oblast,0,2022,4,Wednesday
2022-04-06,Zaporizka oblast,6,2022,4,Wednesday
2022-04-06,Zhytomyrska oblast,4,2022,4,Wednesday
2022-04-07,Cherkaska oblast,3,2022,4,Thursday
2022-04-07,Chernihivska oblast,8,2022,4,Thursday
2022-04-07,Chernivetska oblast,0,2022,4,Thursday
2022-04-07,Dnipropetrovska oblast,11,2022,4,Thursday
2022-04-07,Donetska oblast,13,2022,4,Thursday
2022-04-07,Ivano-Frankivska oblast,1,2022,4,Thursday
2022-04-07,Kharkivska oblast,10,2022,4,Thursday
2022-04-07,Khersonska oblast,0,2022,4,Thursday
2022-04-07,Khmelnytska oblast,2,2022,4,Thursday
2022-04-07,Kirovohradska oblast,1,2022,4,Thursday
2022-04-07,Kyiv City,4,2022,4,Thursday
2022-04-07,Kyivska oblast,4,2022,4,Thursday
2022-04-07,Lvivska oblast,2,2022,4,Thursday
2022-04-07,Mykolaivska oblast,0,2022,4,Thursday
2022-04-07,Odeska oblast,2,2022,4,Thursday
2022-04-07,Poltavska oblast,4,2022,4,Thursday
2022-04-07,Rivnenska oblast,2,2022,4,Thursday
2022-04-07,Sumska oblast,1,2022,4,Thursday
2022-04-07,Ternopilska oblast,2,2022,4,Thursday
2022-04-07,Vinnytska oblast,2,2022,4,Thursday
2022-04-07,Volynska oblast,2,2022,4,Thursday
2022-04-07,Zakarpatska oblast,0,2022,4,Thursday
2022-04-07,Zaporizka oblast,8,2022,4,Thursday
2022-04-07,Zhytomyrska oblast,4,2022,4,Thursday
2022-04-08,Cherkaska oblast,10,2022,4,Friday
2022-04-08,Chernihivska oblast,2,2022,4,Friday
2022-04-08,Chernivetska oblast,0,2022,4,Friday
2022-04-08,Dnipropetrovska oblast,10,2022,4,Friday
2022-04-08,Donetska oblast,9,2022,4,Friday
2022-04-08,Ivano-Frankivska oblast,1,2022,4,Friday
2022-04-08,Kharkivska oblast,8,2022,4,Friday
2022-04-08,Khersonska oblast,0,2022,4,Friday
2022-04-08,Khmelnytska oblast,1,2022,4,Friday
2022-04-08,Kirovohradska oblast,9,2022,4,Friday
2022-04-08,Kyiv City,3,2022,4,Friday
2022-04-08,Kyivska oblast,4,2022,4,Friday
2022-04-08,Lvivska oblast,1,2022,4,Friday
2022-04-08,Mykolaivska oblast,4,2022,4,Friday
2022-04-08,Odeska oblast,5,2022,4,Friday
2022-04-08,Poltavska oblast,7,2022,4,Friday
2022-04-08,Rivnenska oblast,2,2022,4,Friday
2022-04-08,Sumska oblast,3,2022,4,Friday
2022-04-08,Ternopilska oblast,1,2022,4,Friday
2022-04-08,Vinnytska oblast,2,2022,4,Friday
2022-04-08,Volynska oblast,1,2022,4,Friday
2022-04-08,Zakarpatska oblast,0,2022,4,Friday
2022-04-08,Zaporizka oblast,8,2022,4,Friday
2022-04-08,Zhytomyrska oblast,2,2022,4,Friday
2022-04-09,Cherkaska oblast,6,2022,4,Saturday
2022-04-09,Chernihivska oblast,0,2022,4,Saturday
2022-04-09,Chernivetska oblast,0,2022,4,Saturday
2022-04-09,Dnipropetrovska oblast,12,2022,4,Saturday
2022-04-09,Donetska oblast,15,2022,4,Saturday
2022-04-09,Ivano-Frankivska oblast,1,2022,4,Saturday
2022-04-09,Kharkivska oblast,13,2022,4,Saturday
2022-04-09,Khersonska oblast,2,2022,4,Saturday
2022-04-09,Khmelnytska oblast,1,2022,4,Saturday
2022-04-09,Kirovohradska oblast,4,2022,4,Saturday
2022-04-09,Kyiv City,2,2022,4,Saturday
2022-04-09,Kyivska oblast,2,2022,4,Saturday
2022-04-09,Lvivska oblast,0,2022,4,Saturday
2022-04-09,Mykolaivska oblast,2,2022,4,Saturday
2022-04-09,Odeska oblast,2,2022,4,Saturday
2022-04-09,Poltavska oblast,10,2022,4,Saturday
2022-04-09,Rivnenska oblast,1,2022,4,Saturday
2022-04-09,Sumska oblast,0,2022,4,Saturday
2022-04-09,Ternopilska oblast,1,2022,4,Saturday
2022-04-09,Vinnytska oblast,2,2022,4,Saturday
2022-04-09,Volynska oblast,1,2022,4,Saturday
2022-04-09,Zakarpatska oblast,0,2022,4,Saturday
2022-04-09,Zaporizka oblast,10,2022,4,Saturday
2022-04-09,Zhytomyrska oblast,2,2022,4,Saturday
2022-04-10,Cherkaska oblast,7,2022,4,Sunday
2022-04-10,Chernihivska oblast,2,2022,4,Sunday
2022-04-10,Chernivetska oblast,0,2022,4,Sunday
2022-04-10,Dnipropetrovska oblast,14,2022,4,Sunday
2022-04-10,Donetska oblast,13,2022,4,Sunday
2022-04-10,Ivano-Frankivska oblast,0,2022,4,Sunday
2022-04-10,Kharkivska oblast,11,2022,4,Sunday
2022-04-10,Khersonska oblast,0,2022,4,Sunday
2022-04-10,Khmelnytska oblast,0,2022,4,Sunday
2022-04-10,Kirovohradska oblast,8,2022,4,Sunday
2022-04-10,Kyiv City,2,2022,4,Sunday
2022-04-10,Kyivska oblast,2,2022,4,Sunday
2022-04-10,Lvivska oblast,0,2022,4,Sunday
2022-04-10,Mykolaivska oblast,6,2022,4,Sunday
2022-04-10,Odeska oblast,4,2022,4,Sunday
2022-04-10,Poltavska oblast,9,2022,4,Sunday
2022-04-10,Rivnenska oblast,0,2022,4,Sunday
2022-04-10,Sumska oblast,4,2022,4,Sunday
2022-04-10,Ternopilska oblast,0,2022,4,Sunday
2022-04-10,Vinnytska oblast,0,2022,4,Sunday
2022-04-10,Volynska oblast,0,2022,4,Sunday
2022-04-10,Zakarpatska oblast,0,2022,4,Sunday
2022-04-10,Zaporizka oblast,15,2022,4,Sunday
2022-04-10,Zhytomyrska oblast,0,2022,4,Sunday
2022-04-11,Cherkaska oblast,2,2022,4,Monday
2022-04-11,Chernihivska oblast,1,2022,4,Monday
2022-04-11,Chernivetska oblast,1,2022,4,Monday
2022-04-11,Dnipropetrovska oblast,12,2022,4,Monday
2022-04-11,Donetska oblast,10,2022,4,Monday
2022-04-11,Ivano-Frankivska oblast,2,2022,4,Monday
2022-04-11,Kharkivska oblast,11,2022,4,Monday
2022-04-11,Khersonska oblast,0,2022,4,Monday
2022-04-11,Khmelnytska oblast,2,2022,4,Monday
2022-04-11,Kirovohradska oblast,2,2022,4,Monday
2022-04-11,Kyiv City,3,2022,4,Monday
2022-04-11,Kyivska oblast,3,2022,4,Monday
2022-04-11,Lvivska oblast,2,2022,4,Monday
2022-04-11,Mykolaivska oblast,3,2022,4,Monday
2022-04-11,Odeska oblast,2,2022,4,Monday
2022-04-11,Poltavska oblast,11,2022,4,Monday
2022-04-11,Rivnenska oblast,2,2022,4,Monday
2022-04-11,Sumska oblast,2,2022,4,Monday
2022-04-11,Ternopilska oblast,2,2022,4,Monday
2022-04-11,Vinnytska oblast,3,2022,4,Monday
2022-04-11,Volynska oblast,2,2022,4,Monday
2022-04-11,Zakarpatska oblast,1,2022,4,Monday
2022-04-11,Zaporizka oblast,7,2022,4,Monday
2022-04-11,Zhytomyrska oblast,3,2022,4,Monday
2022-04-12,Cherkaska oblast,3,2022,4,Tuesday
2022-04-12,Chernihivska oblast,12,2022,4,Tuesday
2022-04-12,Chernivetska oblast,0,2022,4,Tuesday
2022-04-12,Dnipropetrovska oblast,4,2022,4,Tuesday
2022-04-12,Donetska oblast,5,2022,4,Tuesday
2022-04-12,Ivano-Frankivska oblast,4,2022,4,Tuesday
2022-04-12,Kharkivska oblast,6,2022,4,Tuesday
2022-04-12,Khersonska oblast,0,2022,4,Tuesday
2022-04-12,Khmelnytska oblast,4,2022,4,Tuesday
2022-04-12,Kirovohradska oblast,1,2022,4,Tuesday
2022-04-12,Kyiv City,6,2022,4,Tuesday
2022-04-12,Kyivska oblast,6,2022,4,Tuesday
2022-04-12,Lvivska oblast,2,2022,4,Tuesday
2022-04-12,Mykolaivska oblast,4,2022,4,Tuesday
2022-04-12,Odeska oblast,3,2022,4,Tuesday
2022-04-12,Poltavska oblast,6,2022,4,Tuesday
2022-04-12,Rivnenska oblast,3,2022,4,Tuesday
2022-04-12,Sumska oblast,0,2022,4,Tuesday
2022-04-12,Ternopilska oblast,4,2022,4,Tuesday
2022-04-12,Vinnytska oblast,1,2022,4,Tuesday
2022-04-12,Volynska oblast,3,2022,4,Tuesday
2022-04-12,Zakarpatska oblast,1,2022,4,Tuesday
2022-04-12,Zaporizka oblast,3,2022,4,Tuesday
2022-04-12,Zhytomyrska oblast,4,2022,4,Tuesday
2022-04-13,Cherkaska oblast,2,2022,4,Wednesday
2022-04-13,Chernihivska oblast,17,2022,4,Wednesday
2022-04-13,Chernivetska oblast,0,2022,4,Wednesday
2022-04-13,Dnipropetrovska oblast,9,2022,4,Wednesday
2022-04-13,Donetska oblast,6,2022,4,Wednesday
2022-04-13,Ivano-Frankivska oblast,0,2022,4,Wednesday
2022-04-13,Kharkivska oblast,9,2022,4,Wednesday
2022-04-13,Khersonska oblast,0,2022,4,Wednesday
2022-04-13,Khmelnytska oblast,0,2022,4,Wednesday
2022-04-13,Kirovohradska oblast,2,2022,4,Wednesday
2022-04-13,Kyiv City,1,2022,4,Wednesday
2022-04-13,Kyivska oblast,0,2022,4,Wednesday
2022-04-13,Lvivska oblast,0,2022,4,Wednesday
2022-04-13,Mykolaivska oblast,1,2022,4,Wednesday
2022-04-13,Odeska oblast,0,2022,4,Wednesday
2022-04-13,Poltavska oblast,4,2022,4,Wednesday
2022-04-13,Rivnenska oblast,0,2022,4,Wednesday
2022-04-13,Sumska oblast,2,2022,4,Wednesday
2022-04-13,Ternopilska oblast,0,2022,4,Wednesday
2022-04-13,Vinnytska oblast,0,2022,4,Wednesday
2022-04-13,Volynska oblast,0,2022,4,Wednesday
2022-04-13,Zakarpatska oblast,0,2022,4,Wednesday
2022-04-13,Zaporizka oblast,8,2022,4,Wednesday
2022-04-13,Zhytomyrska oblast,0,2022,4,Wednesday
2022-04-14,Cherkaska oblast,9,2022,4,Thursday
2022-04-14,Chernihivska oblast,9,2022,4,Thursday
2022-04-14,Chernivetska oblast,2,2022,4,Thursday
2022-04-14,Dnipropetrovska oblast,8,2022,4,Thursday
2022-04-14,Donetska oblast,12,2022,4,Thursday
2022-04-14,Ivano-Frankivska oblast,3,2022,4,Thursday
2022-04-14,Kharkivska oblast,15,2022,4,Thursday
2022-04-14,Khersonska oblast,0,2022,4,Thursday
2022-04-14,Khmelnytska oblast,3,2022,4,Thursday
2022-04-14,Kirovohradska oblast,7,2022,4,Thursday
2022-04-14,Kyiv City,9,2022,4,Thursday
2022-04-14,Kyivska oblast,9,2022,4,Thursday
2022-04-14,Lvivska oblast,2,2022,4,Thursday
2022-04-14,Mykolaivska oblast,2,2022,4,Thursday
2022-04-14,Odeska oblast,3,2022,4,Thursday
2022-04-14,Poltavska oblast,9,2022,4,Thursday
2022-04-14,Rivnenska oblast,1,2022,4,Thursday
2022-04-14,Sumska oblast,6,2022,4,Thursday
2022-04-14,Ternopilska oblast,2,2022,4,Thursday
2022-04-14,Vinnytska oblast,7,2022,4,Thursday
2022-04-14,Volynska oblast,1,2022,4,Thursday
2022-04-14,Zakarpatska oblast,2,2022,4,Thursday
2022-04-14,Zaporizka oblast,9,2022,4,Thursday
2022-04-14,Zhytomyrska oblast,8,2022,4,Thursday
2022-04-15,Cherkaska oblast,9,2022,4,Friday
2022-04-15,Chernihivska oblast,6,2022,4,Friday
2022-04-15,Chernivetska oblast,6,2022,4,Friday
2022-04-15,Dnipropetrovska oblast,10,2022,4,Friday
2022-04-15,Donetska oblast,12,2022,4,Friday
2022-04-15,Ivano-Frankivska oblast,5,2022,4,Friday
2022-04-15,Kharkivska oblast,12,2022,4,Friday
2022-04-15,Khersonska oblast,1,2022,4,Friday
2022-04-15,Khmelnytska oblast,6,2022,4,Friday
2022-04-15,Kirovohradska oblast,9,2022,4,Friday
2022-04-15,Kyiv City,9,2022,4,Friday
2022-04-15,Kyivska oblast,9,2022,4,Friday
2022-04-15,Lvivska oblast,5,2022,4,Friday
2022-04-15,Mykolaivska oblast,7,2022,4,Friday
2022-04-15,Odeska oblast,5,2022,4,Friday
2022-04-15,Poltavska oblast,10,2022,4,Friday
2022-04-15,Rivnenska oblast,5,2022,4,Friday
2022-04-15,Sumska oblast,6,2022,4,Friday
2022-04-15,Ternopilska oblast,5,2022,4,Friday
2022-04-15,Vinnytska oblast,8,2022,4,Friday
2022-04-15,Volynska oblast,5,2022,4,Friday
2022-04-15,Zakarpatska oblast,6,2022,4,Friday
2022-04-15,Zaporizka oblast,12,2022,4,Friday
2022-04-15,Zhytomyrska oblast,9,2022,4,Friday
2022-04-16,Cherkaska oblast,12,2022,4,Saturday
2022-04-16,Chernihivska oblast,8,2022,4,Saturday
2022-04-16,Chernivetska oblast,3,2022,4,Saturday
2022-04-16,Dnipropetrovska oblast,12,2022,4,Saturday
2022-04-16,Donetska oblast,16,2022,4,Saturday
2022-04-16,Ivano-Frankivska oblast,3,2022,4,Saturday
2022-04-16,Kharkivska oblast,16,2022,4,Saturday
2022-04-16,Khersonska oblast,0,2022,4,Saturday
2022-04-16,Khmelnytska oblast,4,2022,4,Saturday
2022-04-16,Kirovohradska oblast,10,2022,4,Saturday
2022-04-16,Kyiv City,9,2022,4,Saturday
2022-04-16,Kyivska oblast,9,2022,4,Saturday
2022-04-16,Lvivska oblast,4,2022,4,Saturday
2022-04-16,Mykolaivska oblast,10,2022,4,Saturday
2022-04-16,Odeska oblast,7,2022,4,Saturday
2022-04-16,Poltavska oblast,12,2022,4,Saturday
2022-04-16,Rivnenska oblast,3,2022,4,Saturday
2022-04-16,Sumska oblast,13,2022,4,Saturday
2022-04-16,Ternopilska oblast,4,2022,4,Saturday
2022-04-16,Vinnytska oblast,7,2022,4,Saturday
2022-04-16,Volynska oblast,4,2022,4,Saturday
2022-04-16,Zakarpatska oblast,3,2022,4,Saturday
2022-04-16,Zaporizka oblast,11,2022,4,Saturday
2022-04-16,Zhytomyrska oblast,8,2022,4,Saturday
2022-04-17,Cherkaska oblast,3,2022,4,Sunday
2022-04-17,Chernihivska oblast,0,2022,4,Sunday
2022-04-17,Chernivetska oblast,3,2022,4,Sunday
2022-04-17,Dnipropetrovska oblast,4,2022,4,Sunday
2022-04-17,Donetska oblast,14,2022,4,Sunday
2022-04-17,Ivano-Frankivska oblast,3,2022,4,Sunday
2022-04-17,Kharkivska oblast,7,2022,4,Sunday
2022-04-17,Khersonska oblast,0,2022,4,Sunday
2022-04-17,Khmelnytska oblast,3,2022,4,Sunday
2022-04-17,Kirovohradska oblast,3,2022,4,Sunday
2022-04-17,Kyiv City,2,2022,4,Sunday
2022-04-17,Kyivska oblast,2,2022,4,Sunday
2022-04-17,Lvivska oblast,3,2022,4,Sunday
2022-04-17,Mykolaivska oblast,6,2022,4,Sunday
2022-04-17,Odeska oblast,2,2022,4,Sunday
2022-04-17,Poltavska oblast,4,2022,4,Sunday
2022-04-17,Rivnenska oblast,3,2022,4,Sunday
2022-04-17,Sumska oblast,2,2022,4,Sunday
2022-04-17,Ternopilska oblast,4,2022,4,Sunday
2022-04-17,Vinnytska oblast,2,2022,4,Sunday
2022-04-17,Volynska oblast,3,2022,4,Sunday
2022-04-17,Zakarpatska oblast,3,2022,4,Sunday
2022-04-17,Zaporizka oblast,5,2022,4,Sunday
2022-04-17,Zhytomyrska oblast,2,2022,4,Sunday
2022-04-18,Cherkaska oblast,12,2022,4,Monday
2022-04-18,Chernihivska oblast,9,2022,4,Monday
2022-04-18,Chernivetska oblast,7,2022,4,Monday
2022-04-18,Dnipropetrovska oblast,12,2022,4,Monday
2022-04-18,Donetska oblast,16,2022,4,Monday
2022-04-18,Ivano-Frankivska oblast,8,2022,4,Monday
2022-04-18,Kharkivska oblast,12,2022,4,Monday
2022-04-18,Khersonska oblast,0,2022,4,Monday
2022-04-18,Khmelnytska oblast,9,2022,4,Monday
2022-04-18,Kirovohradska oblast,12,2022,4,Monday
2022-04-18,Kyiv City,10,2022,4,Monday
2022-04-18,Kyivska oblast,10,2022,4,Monday
2022-04-18,Lvivska oblast,7,2022,4,Monday
2022-04-18,Mykolaivska oblast,10,2022,4,Monday
2022-04-18,Odeska oblast,10,2022,4,Monday
2022-04-18,Poltavska oblast,10,2022,4,Monday
2022-04-18,Rivnenska oblast,8,2022,4,Monday
2022-04-18,Sumska oblast,8,2022,4,Monday
2022-04-18,Ternopilska oblast,9,2022,4,Monday
2022-04-18,Vinnytska oblast,10,2022,4,Monday
2022-04-18,Volynska oblast,8,2022,4,Monday
2022-04-18,Zakarpatska oblast,7,2022,4,Monday
2022-04-18,Zaporizka oblast,13,2022,4,Monday
2022-04-18,Zhytomyrska oblast,10,2022,4,Monday
2022-04-19,Cherkaska oblast,3,2022,4,Tuesday
2022-04-19,Chernihivska oblast,3,2022,4,Tuesday
2022-04-19,Chernivetska oblast,2,2022,4,Tuesday
2022-04-19,Dnipropetrovska oblast,5,2022,4,Tuesday
2022-04-19,Donetska oblast,14,2022,4,Tuesday
2022-04-19,Ivano-Frankivska oblast,2,2022,4,Tuesday
2022-04-19,Kharkivska oblast,13,2022,4,Tuesday
2022-04-19,Khersonska oblast,0,2022,4,Tuesday
2022-04-19,Khmelnytska oblast,2,2022,4,Tuesday
2022-04-19,Kirovohradska oblast,3,2022,4,Tuesday
2022-04-19,Kyiv City,2,2022,4,Tuesday
2022-04-19,Kyivska oblast,2,2022,4,Tuesday
2022-04-19,Lvivska oblast,2,2022,4,Tuesday
2022-04-19,Mykolaivska oblast,4,2022,4,Tuesday
2022-04-19,Odeska oblast,1,2022,4,Tuesday
2022-04-19,Poltavska oblast,5,2022,4,Tuesday
2022-04-19,Rivnenska oblast,2,2022,4,Tuesday
2022-04-19,Sumska oblast,2,2022,4,Tuesday
2022-04-19,Ternopilska oblast,2,2022,4,Tuesday
2022-04-19,Vinnytska oblast,3,2022,4,Tuesday
2022-04-19,Volynska oblast,2,2022,4,Tuesday
2022-04-19,Zakarpatska oblast,2,2022,4,Tuesday
2022-04-19,Zaporizka oblast,6,2022,4,Tuesday
2022-04-19,Zhytomyrska oblast,2,2022,4,Tuesday
2022-04-20,Cherkaska oblast,3,2022,4,Wednesday
2022-04-20,Chernihivska oblast,3,2022,4,Wednesday
2022-04-20,Chernivetska oblast,0,2022,4,Wednesday
2022-04-20,Dnipropetrovska oblast,4,2022,4,Wednesday
2022-04-20,Donetska oblast,10,2022,4,Wednesday
2022-04-20,Ivano-Frankivska oblast,2,2022,4,Wednesday
2022-04-20,Kharkivska oblast,5,2022,4,Wednesday
2022-04-20,Khersonska oblast,0,2022,4,Wednesday
2022-04-20,Khmelnytska oblast,3,2022,4,Wednesday
2022-04-20,Kirovohradska oblast,3,2022,4,Wednesday
2022-04-20,Kyiv City,3,2022,4,Wednesday
2022-04-20,Kyivska oblast,3,2022,4,Wednesday
2022-04-20,Lvivska oblast,2,2022,4,Wednesday
2022-04-20,Mykolaivska oblast,10,2022,4,Wednesday
2022-04-20,Odeska oblast,3,2022,4,Wednesday
2022-04-20,Poltavska oblast,3,2022,4,Wednesday
2022-04-20,Rivnenska oblast,2,2022,4,Wednesday
2022-04-20,Sumska oblast,3,2022,4,Wednesday
2022-04-20,Ternopilska oblast,2,2022,4,Wednesday
2022-04-20,Vinnytska oblast,4,2022,4,Wednesday
2022-04-20,Volynska oblast,2,2022,4,Wednesday
2022-04-20,Zakarpatska oblast,0,2022,4,Wednesday
2022-04-20,Zaporizka oblast,4,2022,4,Wednesday
2022-04-20,Zhytomyrska oblast,3,2022,4,Wednesday
2022-04-21,Cherkaska oblast,5,2022,4,Thursday
2022-04-21,Chernihivska oblast,4,2022,4,Thursday
2022-04-21,Chernivetska oblast,3,2022,4,Thursday
2022-04-21,Dnipropetrovska oblast,9,2022,4,Thursday
2022-04-21,Donetska oblast,18,2022,4,Thursday
2022-04-21,Ivano-Frankivska oblast,3,2022,4,Thursday
2022-04-21,Kharkivska oblast,11,2022,4,Thursday
2022-04-21,Khersonska oblast,0,2022,4,Thursday
2022-04-21,Khmelnytska oblast,3,2022,4,Thursday
2022-04-21,Kirovohradska oblast,5,2022,4,Thursday
2022-04-21,Kyiv City,4,2022,4,Thursday
2022-04-21,Kyivska oblast,3,2022,4,Thursday
2022-04-21,Lvivska oblast,3,2022,4,Thursday
2022-04-21,Mykolaivska oblast,4,2022,4,Thursday
2022-04-21,Odeska oblast,5,2022,4,Thursday
2022-04-21,Poltavska oblast,3,2022,4,Thursday
2022-04-21,Rivnenska oblast,3,2022,4,Thursday
2022-04-21,Sumska oblast,2,2022,4,Thursday
2022-04-21,Ternopilska oblast,3,2022,4,Thursday
2022-04-21,Vinnytska oblast,2,2022,4,Thursday
2022-04-21,Volynska oblast,3,2022,4,Thursday
2022-04-21,Zakarpatska oblast,3,2022,4,Thursday
2022-04-21,Zaporizka oblast,10,2022,4,Thursday
2022-04-21,Zhytomyrska oblast,4,2022,4,Thursday
2022-04-22,Cherkaska oblast,3,2022,4,Friday
2022-04-22,Chernihivska oblast,2,2022,4,Friday
2022-04-22,Chernivetska oblast,0,2022,4,Friday
2022-04-22,Dnipropetrovska oblast,5,2022,4,Friday
2022-04-22,Donetska oblast,10,2022,4,Friday
2022-04-22,Ivano-Frankivska oblast,0,2022,4,Friday
2022-04-22,Kharkivska oblast,9,2022,4,Friday
2022-04-22,Khersonska oblast,0,2022,4,Friday
2022-04-22,Khmelnytska oblast,2,2022,4,Friday
2022-04-22,Kirovohradska oblast,0,2022,4,Friday
2022-04-22,Kyiv City,3,2022,4,Friday
2022-04-22,Kyivska oblast,3,2022,4,Friday
2022-04-22,Lvivska oblast,0,2022,4,Friday
2022-04-22,Mykolaivska oblast,2,2022,4,Friday
2022-04-22,Odeska oblast,1,2022,4,Friday
2022-04-22,Poltavska oblast,5,2022,4,Friday
2022-04-22,Rivnenska oblast,0,2022,4,Friday
2022-04-22,Sumska oblast,2,2022,4,Friday
2022-04-22,Ternopilska oblast,0,2022,4,Friday
2022-04-22,Vinnytska oblast,2,2022,4,Friday
2022-04-22,Volynska oblast,0,2022,4,Friday
2022-04-22,Zakarpatska oblast,0,2022,4,Friday
2022-04-22,Zaporizka oblast,3,2022,4,Friday
2022-04-22,Zhytomyrska oblast,2,2022,4,Friday
2022-04-23,Cherkaska oblast,5,2022,4,Saturday
2022-04-23,Chernihivska oblast,5,2022,4,Saturday
2022-04-23,Chernivetska oblast,5,2022,4,Saturday
2022-04-23,Dnipropetrovska oblast,10,2022,4,Saturday
2022-04-23,Donetska oblast,15,2022,4,Saturday
2022-04-23,Ivano-Frankivska oblast,5,2022,4,Saturday
2022-04-23,Kharkivska oblast,12,2022,4,Saturday
2022-04-23,Khersonska oblast,0,2022,4,Saturday
2022-04-23,Khmelnytska oblast,5,2022,4,Saturday
2022-04-23,Kirovohradska oblast,5,2022,4,Saturday
2022-04-23,Kyiv City,5,2022,4,Saturday
2022-04-23,Kyivska oblast,5,2022,4,Saturday
2022-04-23,Lvivska oblast,5,2022,4,Saturday
2022-04-23,Mykolaivska oblast,6,2022,4,Saturday
2022-04-23,Odeska oblast,5,2022,4,Saturday
2022-04-23,Poltavska oblast,6,2022,4,Saturday
2022-04-23,Rivnenska oblast,5,2022,4,Saturday
2022-04-23,Sumska oblast,4,2022,4,Saturday
2022-04-23,Ternopilska oblast,5,2022,4,Saturday
2022-04-23,Vinnytska oblast,5,2022,4,Saturday
2022-04-23,Volynska oblast,5,2022,4,Saturday
2022-04-23,Zakarpatska oblast,5,2022,4,Saturday
2022-04-23,Zaporizka oblast,10,2022,4,Saturday
2022-04-23,Zhytomyrska oblast,5,2022,4,Saturday
2022-04-24,Cherkaska oblast,7,2022,4,Sunday
